callo_id,tipo,area_pixeles,area_mm2,centroide_x,centroide_y,perimetro,circularidad,opacidad_media,imagen,fuente
1,callo,1375.5,13.755000000000003,202,344,175.5807341337204,0.5606821598322342,,p100.png,Automatico
2,callo,228.5,2.2850000000000006,266,93,109.49747407436371,0.23949026621889674,,p100.png,Automatico
1,callo,7589.5,75.89500000000001,43,124,393.9482649564743,0.6145322019302463,,p100.png,JSON
2,callo,6918.5,69.18500000000002,226,115,478.6589412689209,0.37946301892970796,,p100.png,JSON
3,callo,4832.5,48.32500000000001,348,92,364.0904002189636,0.45810314167732363,,p100.png,JSON
4,callo,866.5,8.665000000000001,43,270,116.3259003162384,0.8046844076630486,,p100.png,JSON
5,callo,6881.0,68.81000000000002,213,261,358.3919152021408,0.6732014051072398,,p100.png,JSON
6,callo,6403.5,64.03500000000001,357,254,364.4924211502075,0.6056898178296084,,p100.png,JSON
7,callo,6048.0,60.48000000000001,76,389,332.7350617647171,0.686474663541528,,p100.png,JSON
8,callo,5440.5,54.40500000000001,195,366,363.6051195859909,0.5171168623851699,,p100.png,JSON
9,callo,7906.0,79.06000000000002,357,385,448.81832134723663,0.4932027845336521,,p100.png,JSON
1,callo,497.5,4.9750000000000005,148,397,91.35533857345581,0.7490918742745736,,p101.png,Automatico
2,callo,1798.0,17.980000000000004,347,394,211.68123984336853,0.5042371161394824,,p101.png,Automatico
1,callo,6504.0,65.04,64,99,371.7056245803833,0.5915509157295529,,p101.png,JSON
2,callo,7597.5,75.97500000000001,196,111,389.948264837265,0.6278654542066087,,p101.png,JSON
3,callo,7728.5,77.28500000000001,375,93,403.0609620809555,0.597810585539429,,p101.png,JSON
4,callo,3710.0,37.10000000000001,65,269,244.65180099010468,0.778909389865935,,p101.png,JSON
5,callo,6517.5,65.17500000000001,226,247,348.3502861261368,0.6749297329068893,,p101.png,JSON
6,callo,5327.5,53.27500000000001,357,245,338.8355666399002,0.5831165139803719,,p101.png,JSON
7,callo,6481.5,64.81500000000001,95,379,373.6051199436188,0.5835253810816045,,p101.png,JSON
8,callo,6602.5,66.02500000000002,243,351,387.60511910915375,0.5522545028283706,,p101.png,JSON
9,callo,5106.5,51.06500000000001,355,383,316.8355666399002,0.6392420635386622,,p101.png,JSON
1,callo,5807.0,58.070000000000014,53,70,315.7056232690811,0.732144922835987,,p102.png,JSON
2,callo,5974.5,59.74500000000001,210,52,385.32084834575653,0.5056690976426514,,p102.png,JSON
3,callo,6055.5,60.555000000000014,359,62,369.9482647180557,0.5560039582397831,,p102.png,JSON
4,callo,6250.5,62.50500000000001,226,220,354.63455629348755,0.62454325135747,,p102.png,JSON
1,semilla,30.0,0.30000000000000004,75,239,21.656854152679443,0.8037858844573713,,p102.png,JSON
2,semilla,31.0,0.31000000000000005,355,232,21.656854152679443,0.830578747272617,,p102.png,JSON
3,semilla,23.5,0.23500000000000004,80,374,19.41421353816986,0.7834984145714698,,p102.png,JSON
4,semilla,27.5,0.2750000000000001,226,379,20.242640614509583,0.8433507360876418,,p102.png,JSON
5,semilla,31.0,0.31000000000000005,364,376,21.656854152679443,0.830578747272617,,p102.png,JSON
1,callo,1885.0,18.850000000000005,58,388,183.33809435367584,0.7047186949907308,,p103.png,Automatico
2,callo,2414.5,24.145000000000003,229,238,218.89444196224213,0.63323892803331,,p103.png,Automatico
3,callo,2724.0,27.240000000000006,378,213,218.65180230140686,0.7159964091899932,,p103.png,Automatico
4,callo,3870.5,38.705000000000005,379,71,293.3208496570587,0.5653157263517352,,p103.png,Automatico
1,callo,5155.5,51.55500000000001,91,88,321.4629844427109,0.6269295066101904,,p103.png,JSON
2,callo,3762.5,37.62500000000001,378,72,314.00714015960693,0.47952066241761354,,p103.png,JSON
3,callo,6378.5,63.78500000000001,63,249,380.77669155597687,0.5528250472096226,,p103.png,JSON
4,callo,2476.0,24.760000000000005,227,238,227.8233746290207,0.5994651539762524,,p103.png,JSON
5,callo,3133.5,31.335000000000004,378,215,265.3797228336334,0.5591187940119626,,p103.png,JSON
6,callo,2366.0,23.660000000000004,65,387,252.79393684864044,0.4652552661791319,,p103.png,JSON
7,callo,7177.0,71.77000000000001,226,384,365.0193326473236,0.676894642488457,,p103.png,JSON
8,callo,5954.5,59.54500000000001,352,366,343.1787132024765,0.6353521160780802,,p103.png,JSON
1,semilla,41.5,0.4150000000000001,226,85,25.071067690849304,0.8296832105416951,,p103.png,JSON
1,callo,2541.5,25.415000000000006,229,364,247.23758935928345,0.5224815717095453,,p110.png,Automatico
2,callo,1741.0,17.410000000000004,215,220,176.36753070354462,0.7033497966390133,,p110.png,Automatico
3,callo,5227.5,52.27500000000001,343,291,525.9726523160934,0.2374529546267558,,p110.png,Automatico
4,callo,2980.5,29.805000000000007,51,196,257.8650052547455,0.5632668257793019,,p110.png,Automatico
1,callo,6109.5,61.09500000000001,46,70,348.977702498436,0.6304057632819193,,p110.png,JSON
2,callo,4018.5,40.18500000000001,47,189,331.8061295747757,0.45867495539903125,,p110.png,JSON
3,callo,2359.0,23.590000000000003,213,219,224.50966620445251,0.5881223942172024,,p110.png,JSON
4,callo,2371.5,23.715000000000003,230,362,302.3502857685089,0.32599596614949466,,p110.png,JSON
5,callo,2796.5,27.965000000000007,341,244,319.46298384666443,0.3443369276962721,,p110.png,JSON
6,callo,2361.5,23.615000000000006,347,343,284.6934314966202,0.36613641062325253,,p110.png,JSON
1,semilla,23.0,0.23000000000000004,210,76,18.82842707633972,0.8152853129608119,,p110.png,JSON
2,semilla,28.0,0.28,355,73,20.82842707633972,0.811063667623605,,p110.png,JSON
3,semilla,35.5,0.3550000000000001,410,328,25.071067690849304,0.7097290114272332,,p110.png,JSON
4,semilla,23.5,0.23500000000000004,68,343,19.41421353816986,0.7834984145714698,,p110.png,JSON
1,callo,157.5,1.5750000000000004,167,394,55.21320307254791,0.6492389057856223,,p111.png,Automatico
2,callo,984.5,9.845000000000002,230,388,190.40916168689728,0.34123211860175884,,p111.png,Automatico
3,callo,506.0,5.060000000000001,319,322,92.42640614509583,0.7443346692971303,,p111.png,Automatico
4,callo,3377.0,33.77,60,330,300.7350627183914,0.46921597928090086,,p111.png,Automatico
5,callo,342.5,3.4250000000000007,332,226,83.01219284534454,0.6245779777962664,,p111.png,Automatico
6,callo,682.5,6.825000000000001,165,161,151.78174495697021,0.3722831988794719,,p111.png,Automatico
7,callo,229.0,2.2900000000000005,391,97,61.11269783973694,0.7705173706086736,,p111.png,Automatico
8,callo,3696.5,36.96500000000001,202,84,268.2081515789032,0.6457384223787573,,p111.png,Automatico
9,callo,312.0,3.1200000000000006,299,33,71.94112551212311,0.7575477314168839,,p111.png,Automatico
1,callo,8373.0,83.73000000000002,79,78,474.47517573833466,0.46737337112764366,,p111.png,JSON
2,callo,6501.5,65.01500000000001,76,206,390.4335470199585,0.5359560508440157,,p111.png,JSON
3,callo,3965.5,39.65500000000001,204,83,293.17871272563934,0.5797529283800812,,p111.png,JSON
4,callo,7675.0,76.75000000000001,348,67,450.96045660972595,0.47425435220731094,,p111.png,JSON
5,callo,6649.0,66.49000000000001,176,189,366.3919155597687,0.6224069481496258,,p111.png,JSON
6,callo,6092.5,60.92500000000001,343,212,384.57568192481995,0.5176566104206709,,p111.png,JSON
7,callo,6255.5,62.555000000000014,69,337,380.43354618549347,0.5431431183592044,,p111.png,JSON
8,callo,6241.0,62.41000000000001,211,369,422.9604569673538,0.4383939109258046,,p111.png,JSON
9,callo,5864.5,58.64500000000001,332,334,346.49242079257965,0.6138374430493432,,p111.png,JSON
1,callo,876.0,8.760000000000002,95,371,188.02438592910767,0.31137634193313984,,p112.png,Automatico
2,callo,183.5,1.8350000000000004,346,335,57.69848394393921,0.692655247264707,,p112.png,Automatico
3,callo,135.0,1.3500000000000003,218,251,45.79898941516876,0.8087826799535849,,p112.png,Automatico
4,callo,700.5,7.005000000000002,206,209,117.63960886001587,0.6360787103831025,,p112.png,Automatico
5,callo,837.0,8.370000000000001,363,226,229.96551167964935,0.19888860607322267,,p112.png,Automatico
6,callo,157.0,1.5700000000000003,321,140,49.79898953437805,0.7955517862066948,,p112.png,Automatico
7,callo,2156.0,21.560000000000006,68,71,229.6223645210266,0.5138427710060192,,p112.png,Automatico
1,callo,1940.0,19.400000000000002,67,69,282.24978029727936,0.30601616542553706,,p112.png,JSON
2,callo,5825.0,58.250000000000014,219,83,336.04877054691315,0.6481882767242567,,p112.png,JSON
3,callo,7226.5,72.26500000000001,356,96,389.1198377609253,0.5997512014935864,,p112.png,JSON
4,callo,3811.0,38.11000000000001,375,222,256.93607211112976,0.7254352446834381,,p112.png,JSON
5,callo,4496.0,44.96000000000001,232,225,294.4507911205292,0.6516444722242867,,p112.png,JSON
6,callo,5796.5,57.96500000000001,86,362,355.32084798812866,0.5769448810502786,,p112.png,JSON
7,callo,6130.5,61.305000000000014,375,349,327.5218584537506,0.7181665638248417,,p112.png,JSON
1,semilla,28.0,0.28,73,232,20.82842707633972,0.811063667623605,,p112.png,JSON
2,semilla,33.0,0.33000000000000007,216,354,22.82842707633972,0.7957411667231257,,p112.png,JSON
1,callo,4212.5,42.12500000000001,83,356,288.3502856492996,0.6366621125106076,,p113.png,Automatico
2,callo,684.5,6.8450000000000015,372,196,164.1248904466629,0.31932610087623775,,p113.png,Automatico
3,callo,1405.0,14.050000000000002,300,124,149.74011409282684,0.7874262143414555,,p113.png,Automatico
4,callo,431.5,4.315000000000001,59,82,106.66904664039612,0.47655588487144,,p113.png,Automatico
5,callo,5726.0,57.26000000000001,404,109,354.87719893455505,0.5713536610748715,,p113.png,Automatico
6,callo,102.0,1.0200000000000002,116,44,41.79898953437805,0.7336323432690828,,p113.png,Automatico
1,callo,7174.5,71.74500000000002,89,98,369.80613017082214,0.6592547867628482,,p113.png,JSON
2,callo,1930.5,19.305000000000003,282,120,322.2081506252289,0.2336719730320718,,p113.png,JSON
3,callo,7259.5,72.59500000000001,381,231,370.7766914367676,0.6635776102037129,,p113.png,JSON
4,callo,5907.0,59.070000000000014,406,107,412.8183214664459,0.4355709503865879,,p113.png,JSON
5,callo,4396.5,43.96500000000001,83,357,306.14927566051483,0.5894547463385603,,p113.png,JSON
6,callo,8613.5,86.13500000000002,238,386,411.119837641716,0.6404019648664684,,p113.png,JSON
7,callo,7645.0,76.45000000000002,372,370,382.73506295681,0.6558293565762622,,p113.png,JSON
1,semilla,33.5,0.3350000000000001,260,124,23.071067690849304,0.7908958272640014,,p113.png,JSON
2,semilla,30.5,0.30500000000000005,236,234,22.242640614509583,0.7747061681277817,,p113.png,JSON
3,semilla,29.0,0.29000000000000004,88,232,21.656854152679443,0.7769930216421257,,p113.png,JSON
1,callo,130.5,1.3050000000000002,444,312,50.041629910469055,0.6548735989265433,,p120.png,Automatico
2,callo,3397.5,33.97500000000001,354,324,341.26197493076324,0.3666009025922186,,p120.png,Automatico
3,callo,103.5,1.0350000000000001,122,289,40.3847758769989,0.7974709281133968,,p120.png,Automatico
4,callo,313.5,3.1350000000000007,73,258,72.87005722522736,0.7419065204792366,,p120.png,Automatico
5,callo,329.5,3.295000000000001,364,184,84.52691125869751,0.5795291478010864,,p120.png,Automatico
6,callo,1002.0,10.020000000000001,307,163,130.0832600593567,0.7441059218007433,,p120.png,Automatico
7,callo,2391.5,23.915000000000006,210,96,245.17871403694153,0.4999363596974912,,p120.png,Automatico
8,callo,2042.5,20.425000000000004,377,74,257.1787141561508,0.3880626883905049,,p120.png,Automatico
1,callo,8268.0,82.68000000000002,346,80,455.73000824451447,0.5002591943454796,,p120.png,JSON
2,callo,7777.0,77.77000000000001,337,203,411.01933240890503,0.5784921418540664,,p120.png,JSON
3,callo,4139.0,41.39000000000001,191,214,306.7939363718033,0.5526011023443617,,p120.png,JSON
4,callo,5911.0,59.110000000000014,191,88,332.04877054691315,0.6737008111879034,,p120.png,JSON
5,callo,7149.0,71.49000000000001,360,338,367.3624781370163,0.6656800919901307,,p120.png,JSON
6,callo,5962.5,59.625000000000014,220,357,393.60511910915375,0.4836339501470786,,p120.png,JSON
7,callo,6541.5,65.415,87,330,384.6345565319061,0.555636299440197,,p120.png,JSON
8,callo,6112.5,61.125000000000014,70,234,365.46298348903656,0.5750981169073435,,p120.png,JSON
9,callo,7481.5,74.81500000000001,66,89,424.57568180561066,0.52154082891863,,p120.png,JSON
1,callo,157.5,1.5750000000000004,5,331,50.38477599620819,0.7796357726298347,,p121.png,Automatico
2,callo,580.5,5.8050000000000015,192,325,116.8111822605133,0.5346175964871404,,p121.png,Automatico
3,callo,1116.0,11.160000000000002,351,219,228.7939374446869,0.2679076000015093,,p121.png,Automatico
4,callo,937.5,9.375000000000002,197,207,119.154327750206,0.8297772027174908,,p121.png,Automatico
5,callo,1167.0,11.670000000000002,64,209,135.05382299423218,0.8040201914274503,,p121.png,Automatico
6,callo,3403.5,34.035000000000004,359,92,252.2081516981125,0.6723840149401217,,p121.png,Automatico
7,callo,854.0,8.540000000000001,207,61,149.19595801830292,0.48211830355516894,,p121.png,Automatico
1,callo,5723.0,57.23000000000001,78,92,358.87719666957855,0.5583954647446115,,p121.png,JSON
2,callo,4785.5,47.85500000000001,202,83,293.1787123680115,0.6996362742482622,,p121.png,JSON
3,callo,4952.0,49.52000000000001,353,94,308.9360727071762,0.6520084997141244,,p121.png,JSON
4,callo,1282.0,12.820000000000002,64,209,171.19595766067505,0.5496811925000125,,p121.png,JSON
5,callo,960.0,9.600000000000001,197,207,123.74011445045471,0.7878799892510983,,p121.png,JSON
6,callo,3162.5,31.625000000000007,337,220,244.55129599571228,0.6645083779803194,,p121.png,JSON
7,callo,5953.0,59.53000000000001,51,362,352.9360715150833,0.6005561959584228,,p121.png,JSON
8,callo,3419.0,34.190000000000005,207,353,268.6518015861511,0.5952911830670986,,p121.png,JSON
9,callo,7146.0,71.46000000000001,337,357,373.3624781370163,0.6441863750646538,,p121.png,JSON
1,callo,332.0,3.3200000000000007,113,249,78.28427064418793,0.6807676787771341,,p122.png,Automatico
2,callo,166.5,1.6650000000000003,290,210,53.21320307254791,0.7388993751520371,,p122.png,Automatico
3,callo,255.0,2.5500000000000007,234,192,80.76955199241638,0.4911958586192607,,p122.png,Automatico
4,callo,160.5,1.6050000000000002,403,150,55.21320307254791,0.6616053611339198,,p122.png,Automatico
5,callo,120.5,1.2050000000000003,352,88,43.55634891986847,0.7981673795869922,,p122.png,Automatico
6,callo,178.0,1.7800000000000002,86,89,56.97056245803833,0.6891739480020757,,p122.png,Automatico
7,callo,3340.5,33.40500000000001,229,93,292.8355675935745,0.4895236639238418,,p122.png,Automatico
1,callo,3508.5,35.08500000000001,114,78,265.86500430107117,0.6237477538277995,,p122.png,JSON
2,callo,4955.5,49.55500000000001,233,88,367.4629831314087,0.46117966733472904,,p122.png,JSON
3,callo,5364.5,53.64500000000001,377,88,323.8061293363571,0.6429378344748191,,p122.png,JSON
4,callo,7692.0,76.92000000000002,380,192,403.01933312416077,0.5951101801007432,,p122.png,JSON
5,callo,5375.5,53.75500000000001,251,229,402.5756821632385,0.4168057054611997,,p122.png,JSON
6,callo,4943.5,49.43500000000001,107,219,317.6639943122864,0.6156139006012477,,p122.png,JSON
7,callo,5900.0,59.000000000000014,109,347,371.7056233882904,0.5366159940330266,,p122.png,JSON
8,callo,4513.0,45.13000000000001,249,333,291.4213533401489,0.6677785367302896,,p122.png,JSON
9,callo,6248.5,62.485000000000014,383,331,342.29141116142273,0.6701833505872399,,p122.png,JSON
1,semilla,31.5,0.31500000000000006,58,88,21.071067690849304,0.8915533439598752,,p123.png,JSON
2,semilla,26.5,0.26500000000000007,208,82,20.242640614509583,0.8126834365935457,,p123.png,JSON
3,semilla,37.5,0.37500000000000006,361,69,24.242640614509583,0.8018281241887838,,p123.png,JSON
4,semilla,35.0,0.3500000000000001,353,209,23.656854152679443,0.7858939103266482,,p123.png,JSON
5,semilla,32.5,0.32500000000000007,211,204,22.242640614509583,0.8255065725951771,,p123.png,JSON
6,semilla,31.5,0.31500000000000006,73,197,21.899494767189026,0.8253767416572696,,p123.png,JSON
7,semilla,44.5,0.44500000000000006,88,334,26.242640614509583,0.8119977187596119,,p123.png,JSON
8,semilla,23.5,0.23500000000000004,211,332,19.41421353816986,0.7834984145714698,,p123.png,JSON
9,semilla,39.5,0.3950000000000001,354,338,25.071067690849304,0.7896984775035412,,p123.png,JSON
1,callo,6919.0,69.19000000000001,52,111,386.87719690799713,0.5809074276720277,,p130.png,JSON
2,callo,4614.0,46.14000000000001,195,116,353.76449978351593,0.4632964318870222,,p130.png,JSON
3,callo,4904.5,49.04500000000001,336,102,362.91882729530334,0.46793508075985474,,p130.png,JSON
4,callo,4101.5,41.01500000000001,60,234,323.3208477497101,0.4930434143073849,,p130.png,JSON
5,callo,5168.5,51.68500000000001,217,209,323.32084798812866,0.6213080295232148,,p130.png,JSON
6,callo,6257.0,62.570000000000014,330,240,382.53405129909515,0.5373234803071054,,p130.png,JSON
7,callo,7061.0,70.61000000000001,75,364,408.3330407142639,0.532165884699617,,p130.png,JSON
8,callo,8221.0,82.21000000000002,209,366,404.6761865615845,0.6308399877512814,,p130.png,JSON
9,callo,5959.0,59.59000000000001,362,367,336.5340520143509,0.6611883917009369,,p130.png,JSON
1,callo,1699.5,16.995000000000005,243,295,199.58073484897614,0.536159244146698,,p131.png,Automatico
2,callo,124.0,1.2400000000000002,377,134,45.79898953437805,0.7428818651271387,,p131.png,Automatico
3,callo,1582.0,15.820000000000004,363,78,191.33809447288513,0.543017035074314,,p131.png,Automatico
1,callo,5897.5,58.97500000000001,89,96,369.1198378801346,0.5439300351865781,,p131.png,JSON
2,callo,5664.0,56.64000000000001,216,107,325.9066346883774,0.6701109354337002,,p131.png,JSON
3,callo,6617.5,66.17500000000001,361,102,355.06096172332764,0.6596263011332867,,p131.png,JSON
4,callo,4083.5,40.83500000000001,381,201,312.00714015960693,0.5271246896994733,,p131.png,JSON
5,callo,6424.0,64.24000000000001,202,236,389.5046136379242,0.5320962324478269,,p131.png,JSON
6,callo,5545.0,55.45000000000001,84,228,329.9066343307495,0.6402201166051417,,p131.png,JSON
7,callo,4562.0,45.62000000000001,77,367,315.76449978351593,0.574961202725823,,p131.png,JSON
8,callo,6461.0,64.61000000000001,226,330,358.04877042770386,0.6333229583345532,,p131.png,JSON
9,callo,6620.0,66.20000000000002,361,343,346.5340510606766,0.6927491829831559,,p131.png,JSON
1,callo,582.5,5.825000000000001,84,344,132.12489080429077,0.41931124651044405,,p132.png,Automatico
2,callo,1809.0,18.090000000000003,101,256,176.71067702770233,0.7279857014485467,,p132.png,Automatico
3,callo,103.0,1.0300000000000002,294,102,41.79898941516876,0.7408248214483153,,p132.png,Automatico
1,callo,131.0,1.3100000000000003,341,367,59.455843687057495,0.4656848048729196,,p132.png,JSON
2,callo,2531.0,25.310000000000006,94,354,222.3086553812027,0.6435603295758123,,p132.png,JSON
3,callo,3219.5,32.19500000000001,92,253,338.6934313774109,0.3526831779080443,,p132.png,JSON
4,callo,5563.5,55.63500000000001,93,94,312.4924211502075,0.7159438760069042,,p132.png,JSON
5,callo,4222.5,42.22500000000001,321,116,340.29140985012054,0.45822370237559584,,p132.png,JSON
1,semilla,13.0,0.13000000000000003,219,96,14.828427076339722,0.7429559153356595,,p132.png,JSON
2,semilla,39.5,0.3950000000000001,214,232,23.899494767189026,0.8690194954180195,,p132.png,JSON
3,semilla,29.5,0.29500000000000004,345,226,21.071067690849304,0.8349467824386132,,p132.png,JSON
4,semilla,28.5,0.28500000000000003,217,360,21.071067690849304,0.8066435016779822,,p132.png,JSON
1,callo,446.5,4.465000000000001,290,375,114.8111822605133,0.4256601062229825,,p133.png,Automatico
2,callo,109.0,1.0900000000000003,314,332,43.79898953437805,0.7140163876241459,,p133.png,Automatico
3,callo,1335.5,13.355000000000002,338,221,156.95331728458405,0.6812597927189888,,p133.png,Automatico
1,callo,4998.0,49.98000000000001,75,79,321.56348872184753,0.607397013544618,,p133.png,JSON
2,callo,7459.0,74.59000000000002,182,109,400.8183217048645,0.5834388448517452,,p133.png,JSON
3,callo,8367.5,83.67500000000001,54,221,461.2030974626541,0.4943347652381209,,p133.png,JSON
4,callo,8581.5,85.81500000000001,206,221,423.9482650756836,0.5999946061437199,,p133.png,JSON
5,callo,8009.0,80.09000000000002,77,362,395.50461399555206,0.6434059146250618,,p133.png,JSON
6,callo,7578.5,75.78500000000001,194,364,406.91882705688477,0.5751452680417045,,p133.png,JSON
7,callo,7640.5,76.40500000000002,335,375,428.37467098236084,0.5232196865993773,,p133.png,JSON
8,callo,9115.5,91.15500000000002,341,104,426.09040009975433,0.6309382549553668,,p133.png,JSON
9,callo,1850.0,18.500000000000004,337,224,191.33809280395508,0.6350072897675302,,p133.png,JSON
